id,set_name,img,text,gold_hate,gold_pc,gold_attack,pc,attack
41385,train,img/41385.png,y'all kids claims to be victims of slavery when we were the ones who lived it,['not_hateful'],['pc_empty'],['attack_empty'],None,None
80521,train,img/80521.png,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables,['not_hateful'],['pc_empty'],['attack_empty'],None,None
34165,train,img/34165.png,be happy you dont have neanderthal dna,['not_hateful'],['pc_empty'],['attack_empty'],None,None
9617,train,img/09617.png,when you turn on the light and realize you have been fisting the wrong hole,['not_hateful'],['pc_empty'],['attack_empty'],None,None
35618,train,img/35618.png,i woke up like this,['not_hateful'],['pc_empty'],['attack_empty'],None,None
5249,train,img/05249.png,i am still so confused about the strategies in this game,['not_hateful'],['pc_empty'],['attack_empty'],None,None
57349,train,img/57349.png,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""",['not_hateful'],['pc_empty'],['attack_empty'],None,None
20568,train,img/20568.png,meanwhile at the isis strip club,['not_hateful'],['pc_empty'],['attack_empty'],None,None
12890,train,img/12890.png,hitler getting his tan on,['not_hateful'],['pc_empty'],['attack_empty'],None,None
63217,train,img/63217.png,when you're facetimeing and accidently fall down the stairs,['not_hateful'],['pc_empty'],['attack_empty'],None,None
3271,train,img/03271.png,when your wife and girlfriend dont get along,['not_hateful'],['pc_empty'],['attack_empty'],None,None
35264,train,img/35264.png,i like your cologne what is that? tricare? deers,['not_hateful'],['pc_empty'],['attack_empty'],None,None
12348,train,img/12348.png,"bitch, say something else",['not_hateful'],['pc_empty'],['attack_empty'],None,None
14052,train,img/14052.png,this is racist but this is not?????,['not_hateful'],['pc_empty'],['attack_empty'],None,None
81064,train,img/81064.png,"your tits... in my hands, put them you will",['not_hateful'],['pc_empty'],['attack_empty'],None,None
74391,train,img/74391.png,there must be some way this victimizes me,['not_hateful'],['pc_empty'],['attack_empty'],None,None
36152,train,img/36152.png,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died",['not_hateful'],['pc_empty'],['attack_empty'],None,None
80256,train,img/80256.png,damn girl that's a policy i could get behind,['not_hateful'],['pc_empty'],['attack_empty'],None,None
21948,train,img/21948.png,this guy grabs your girl's ass in the bar what do you do?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
70532,train,img/70532.png,it's important to listen to your elders please don't forget!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
25806,train,img/25806.png,when you have to make your own pool,['not_hateful'],['pc_empty'],['attack_empty'],None,None
27398,train,img/27398.png,"if you believe that, i've got a virgin goat to sell you!",['not_hateful'],['pc_empty'],['attack_empty'],None,None
18730,train,img/18730.png,immigration invasion learn the difference,['not_hateful'],['pc_empty'],['attack_empty'],None,None
75216,train,img/75216.png,want one as a slave when you watch how slow they work and you wonder why anyone would,['not_hateful'],['pc_empty'],['attack_empty'],None,None
91754,train,img/91754.png,when you finally buy a dishwasher this works a lot better than a sponge,['not_hateful'],['pc_empty'],['attack_empty'],None,None
42153,train,img/42153.png,we build our houses with stone,['not_hateful'],['pc_empty'],['attack_empty'],None,None
18673,train,img/18673.png,how to remember kid in hot car keep 2nd road beer with them,['not_hateful'],['pc_empty'],['attack_empty'],None,None
97523,train,img/97523.png,you are so cute,['not_hateful'],['pc_empty'],['attack_empty'],None,None
23748,train,img/23748.png,bigbird singing to child on seasame street,['not_hateful'],['pc_empty'],['attack_empty'],None,None
69412,train,img/69412.png,best part about a hooker dying on you? the 2nd hour is free,['not_hateful'],['pc_empty'],['attack_empty'],None,None
59073,train,img/59073.png,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez,['not_hateful'],['pc_empty'],['attack_empty'],None,None
28405,train,img/28405.png,white people already paid reparations,['not_hateful'],['pc_empty'],['attack_empty'],None,None
63492,train,img/63492.png,making america white again,['not_hateful'],['pc_empty'],['attack_empty'],None,None
92670,train,img/92670.png,"scared you today, didn't i?",['not_hateful'],['pc_empty'],['attack_empty'],None,None
79856,train,img/79856.png,my friends coming to see me after a crazy friday night,['not_hateful'],['pc_empty'],['attack_empty'],None,None
71436,train,img/71436.png,trump supporters be like mexicans stole my teeth,['not_hateful'],['pc_empty'],['attack_empty'],None,None
50487,train,img/50487.png,celebreated 4/20 on january 5th because i know how to reduce fractions,['not_hateful'],['pc_empty'],['attack_empty'],None,None
6431,train,img/06431.png,when the employee asks what bra size you wear,['not_hateful'],['pc_empty'],['attack_empty'],None,None
28793,train,img/28793.png,congratulations it's non binary,['not_hateful'],['pc_empty'],['attack_empty'],None,None
98501,train,img/98501.png,send me sexy pic,['not_hateful'],['pc_empty'],['attack_empty'],None,None
96231,train,img/96231.png,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something,['not_hateful'],['pc_empty'],['attack_empty'],None,None
81673,train,img/81673.png,when they don't get the memo that they lost the war,['not_hateful'],['pc_empty'],['attack_empty'],None,None
41830,train,img/41830.png,if he's marrying me then why's he fucking my mom,['not_hateful'],['pc_empty'],['attack_empty'],None,None
81069,train,img/81069.png,when you bout to nut in your cousin and you hear the barn door open,['not_hateful'],['pc_empty'],['attack_empty'],None,None
72584,train,img/72584.png,9 months before i was born i went to a party with my dad and left with my mom,['not_hateful'],['pc_empty'],['attack_empty'],None,None
6359,train,img/06359.png,what women think they'll do when the economy collapses vs what they'll actually do,['not_hateful'],['pc_empty'],['attack_empty'],None,None
93260,train,img/93260.png,when she smiles at you from a distance,['not_hateful'],['pc_empty'],['attack_empty'],None,None
40839,train,img/40839.png,see if you can find the guys from white chicks lol,['not_hateful'],['pc_empty'],['attack_empty'],None,None
8516,train,img/08516.png,smirked at an adult media coverage: 30 days shot up a school media coverage: 2 days,['not_hateful'],['pc_empty'],['attack_empty'],None,None
53012,train,img/53012.png,"nothing says ""pull me over"" like some red solo cup brake lights!",['not_hateful'],['pc_empty'],['attack_empty'],None,None
26198,train,img/26198.png,"hillary isn't in jail, the wall isn't built, isis hasn't been defeated & obamacare is still in place but trump gave himself a $23 million tax cut and that is important to me",['not_hateful'],['pc_empty'],['attack_empty'],None,None
61952,train,img/61952.png,what i say about the gunman every time there's a mass shooting,['not_hateful'],['pc_empty'],['attack_empty'],None,None
80269,train,img/80269.png,this is really out of mein kampfert zone,['not_hateful'],['pc_empty'],['attack_empty'],None,None
5712,train,img/05712.png,god will forgive you no matter what you've done sweet,['not_hateful'],['pc_empty'],['attack_empty'],None,None
72941,train,img/72941.png,hey liberals & democrats have you forgotten,['not_hateful'],['pc_empty'],['attack_empty'],None,None
21853,train,img/21853.png,pure american muscle,['not_hateful'],['pc_empty'],['attack_empty'],None,None
90146,train,img/90146.png,all races are equal,['not_hateful'],['pc_empty'],['attack_empty'],None,None
51278,train,img/51278.png,when you haven't stolen anything in a week,['not_hateful'],['pc_empty'],['attack_empty'],None,None
63095,train,img/63095.png,when you have errands to run but you're too tired to deal,['not_hateful'],['pc_empty'],['attack_empty'],None,None
96058,train,img/96058.png,husband gives massage.. ...aaaand now i have a dick in me,['not_hateful'],['pc_empty'],['attack_empty'],None,None
37259,train,img/37259.png,loyalty always has a cost some times it pays off... ...and some times you take a loss,['not_hateful'],['pc_empty'],['attack_empty'],None,None
19352,train,img/19352.png,ain't nothing but a goat,['not_hateful'],['pc_empty'],['attack_empty'],None,None
65213,train,img/65213.png,"what your ancestors were doing july 4, 1776 what dummies do today for july 4th",['not_hateful'],['pc_empty'],['attack_empty'],None,None
24368,train,img/24368.png,ignorance and hate will lead you to nothing but shame,['not_hateful'],['pc_empty'],['attack_empty'],None,None
58426,train,img/58426.png,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome,['not_hateful'],['pc_empty'],['attack_empty'],None,None
96785,train,img/96785.png,lost african tribe,['not_hateful'],['pc_empty'],['attack_empty'],None,None
40567,train,img/40567.png,anne frank writing in her diary,['not_hateful'],['pc_empty'],['attack_empty'],None,None
4823,train,img/04823.png,definitely a new cultural era!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
93826,train,img/93826.png,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting",['not_hateful'],['pc_empty'],['attack_empty'],None,None
56392,train,img/56392.png,dick punch funny regardless of species,['not_hateful'],['pc_empty'],['attack_empty'],None,None
30986,train,img/30986.png,this beef is so raw its eating the salad,['not_hateful'],['pc_empty'],['attack_empty'],None,None
75823,train,img/75823.png,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell,['not_hateful'],['pc_empty'],['attack_empty'],None,None
84072,train,img/84072.png,when you're fucking but wanna make sure he's not stealing anything,['not_hateful'],['pc_empty'],['attack_empty'],None,None
93147,train,img/93147.png,replaced kitty litter with pop rocks,['not_hateful'],['pc_empty'],['attack_empty'],None,None
92874,train,img/92874.png,so..convert to islam or die?  i say fuck it..let's roll,['not_hateful'],['pc_empty'],['attack_empty'],None,None
93614,train,img/93614.png,"i'm sorry i left the seat up, it won't happen again",['not_hateful'],['pc_empty'],['attack_empty'],None,None
2691,train,img/02691.png,teaching them how to hunt young,['not_hateful'],['pc_empty'],['attack_empty'],None,None
91708,train,img/91708.png,when mohamed puts it inside,['not_hateful'],['pc_empty'],['attack_empty'],None,None
25783,train,img/25783.png,let's see if they get scared now ! bring they ass out here ! we will cut their heads off,['not_hateful'],['pc_empty'],['attack_empty'],None,None
16098,train,img/16098.png,when you find out who's been eating your leftovers,['not_hateful'],['pc_empty'],['attack_empty'],None,None
30452,train,img/30452.png,trump supporters be like show me where he lied,['not_hateful'],['pc_empty'],['attack_empty'],None,None
86491,train,img/86491.png,you are not wanted! you are a mental deficient!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
81734,train,img/81734.png,when instincts take over,['not_hateful'],['pc_empty'],['attack_empty'],None,None
4683,train,img/04683.png,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto",['not_hateful'],['pc_empty'],['attack_empty'],None,None
92608,train,img/92608.png,says he alone is tough enough to defeat isis still too chickenshit to release his tax returns,['not_hateful'],['pc_empty'],['attack_empty'],None,None
61453,train,img/61453.png,when you find the cake your mum was hiding from you,['not_hateful'],['pc_empty'],['attack_empty'],None,None
39601,train,img/39601.png,welcome refugees to poland's newest 5 star hotel,['not_hateful'],['pc_empty'],['attack_empty'],None,None
12035,train,img/12035.png,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back,['not_hateful'],['pc_empty'],['attack_empty'],None,None
56287,train,img/56287.png,"and then i says to her no, i got your nose",['not_hateful'],['pc_empty'],['attack_empty'],None,None
19036,train,img/19036.png,infamous,['not_hateful'],['pc_empty'],['attack_empty'],None,None
62804,train,img/62804.png,look at this throatagraph,['not_hateful'],['pc_empty'],['attack_empty'],None,None
81579,train,img/81579.png,the look your women gives you when you can't finsh the job,['not_hateful'],['pc_empty'],['attack_empty'],None,None
80247,train,img/80247.png,the pimp hand strong enough for man but made for teaching,['not_hateful'],['pc_empty'],['attack_empty'],None,None
52890,train,img/52890.png,wait this isn't my dog,['not_hateful'],['pc_empty'],['attack_empty'],None,None
2485,train,img/02485.png,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love,['not_hateful'],['pc_empty'],['attack_empty'],None,None
50793,train,img/50793.png,a muslim in congress wants to get rid of homeland security let that sink in,['not_hateful'],['pc_empty'],['attack_empty'],None,None
13857,train,img/13857.png,this is why we shoot you guys,['not_hateful'],['pc_empty'],['attack_empty'],None,None
43617,train,img/43617.png,this chick can't stand fishing,['not_hateful'],['pc_empty'],['attack_empty'],None,None
49601,train,img/49601.png,when your fifth pet eats food from another guys hand,['not_hateful'],['pc_empty'],['attack_empty'],None,None
35102,train,img/35102.png,please be patient... we creating a better fuckup for all,['not_hateful'],['pc_empty'],['attack_empty'],None,None
10659,train,img/10659.png,chinese ppl be like happy thanksgiving,['not_hateful'],['pc_empty'],['attack_empty'],None,None
36081,train,img/36081.png,in this edition we don't buy property; we steal it!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
39256,train,img/39256.png,"this isn't the way, there's always a better way",['not_hateful'],['pc_empty'],['attack_empty'],None,None
38475,train,img/38475.png,"i don't always feel like i'm at the top of the gene pool but when i do, i'm at walmart",['not_hateful'],['pc_empty'],['attack_empty'],None,None
49083,train,img/49083.png,when you catch your goat with another man ya done fucked up,['not_hateful'],['pc_empty'],['attack_empty'],None,None
67823,train,img/67823.png,as much as abdul tried he could not get the fucker into first gear,['not_hateful'],['pc_empty'],['attack_empty'],None,None
70928,train,img/70928.png,when you drink and drive you will get busted,['not_hateful'],['pc_empty'],['attack_empty'],None,None
24309,train,img/24309.png,when people ask me who my favorite golden girl is,['not_hateful'],['pc_empty'],['attack_empty'],None,None
5269,train,img/05269.png,been talking shit about trump since day one. now crying like bitches after getting called out,['not_hateful'],['pc_empty'],['attack_empty'],None,None
61278,train,img/61278.png,in a wolrd full of these people be this person,['not_hateful'],['pc_empty'],['attack_empty'],None,None
81675,train,img/81675.png,when your boss asks for the report but you went out the past few nights,['not_hateful'],['pc_empty'],['attack_empty'],None,None
38629,train,img/38629.png,a good heart goes a long way,['not_hateful'],['pc_empty'],['attack_empty'],None,None
6458,train,img/06458.png,"oh, you're tired of my anti-trump posts? why don't you pray for me to stop?",['not_hateful'],['pc_empty'],['attack_empty'],None,None
26794,train,img/26794.png,feel that? it used to belong to bruce jenner,['not_hateful'],['pc_empty'],['attack_empty'],None,None
85704,train,img/85704.png,how people look at me when i tell em i don't have kids,['not_hateful'],['pc_empty'],['attack_empty'],None,None
75102,train,img/75102.png,whose dick do i have to suck to get these charges dropped?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
91268,train,img/91268.png,can afford to travel from romania to london still picks your pocket,['not_hateful'],['pc_empty'],['attack_empty'],None,None
42179,train,img/42179.png,immigrants illegal aliens,['not_hateful'],['pc_empty'],['attack_empty'],None,None
35097,train,img/35097.png,meanwhile at the isis strip club,['not_hateful'],['pc_empty'],['attack_empty'],None,None
83570,train,img/83570.png,the loudest one in the room.. is the weakest one in the room,['not_hateful'],['pc_empty'],['attack_empty'],None,None
54790,train,img/54790.png,what people do in the bedroom is not anyone else's business,['not_hateful'],['pc_empty'],['attack_empty'],None,None
25068,train,img/25068.png,i really like 50 cent or as we call him in zimbabwe 4 billion dollars,['not_hateful'],['pc_empty'],['attack_empty'],None,None
35861,train,img/35861.png,banner in the streets hulk in the sheets,['not_hateful'],['pc_empty'],['attack_empty'],None,None
92741,train,img/92741.png,"wait, mohammad come back!! i didn't mean to laugh, really size doesh't matter to me lol",['not_hateful'],['pc_empty'],['attack_empty'],None,None
26417,train,img/26417.png,left lanes need to exit right right lanes need to exit left here's 300 feet. make it happen,['not_hateful'],['pc_empty'],['attack_empty'],None,None
18407,train,img/18407.png,wing wing wing herro? thats racist!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
47326,train,img/47326.png,we are soldiers and we fight for our countries to our last minutes,['not_hateful'],['pc_empty'],['attack_empty'],None,None
50768,train,img/50768.png,"liz krueger, n.y. state democratic senater wants to infiltrate the nra and take it over yeah, just like she infiltrated mcdonalds all those years..",['not_hateful'],['pc_empty'],['attack_empty'],None,None
86594,train,img/86594.png,wait for it .. ,['not_hateful'],['pc_empty'],['attack_empty'],None,None
10264,train,img/10264.png,when you eat her ass and then she say that she don't suck dick... wayment,['not_hateful'],['pc_empty'],['attack_empty'],None,None
79312,train,img/79312.png,for seal thanks.. very fucking useful,['not_hateful'],['pc_empty'],['attack_empty'],None,None
17832,train,img/17832.png,it's time we make peace with islam,['not_hateful'],['pc_empty'],['attack_empty'],None,None
15432,train,img/15432.png,when ur too young to know the concept of racism but ur happy cause u got a new pet,['not_hateful'],['pc_empty'],['attack_empty'],None,None
34506,train,img/34506.png,what's the difference between menstrual blood and sand? you can't gargle sand,['not_hateful'],['pc_empty'],['attack_empty'],None,None
30492,train,img/30492.png,when i grow up i'm going to be a famous doctor,['not_hateful'],['pc_empty'],['attack_empty'],None,None
31794,train,img/31794.png,i said a glass of orange juice not just any juice,['not_hateful'],['pc_empty'],['attack_empty'],None,None
61578,train,img/61578.png,still smiles even when they are scared,['not_hateful'],['pc_empty'],['attack_empty'],None,None
17659,train,img/17659.png,ex girfriends be like.. i don't even care what he does anymore!!!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
15649,train,img/15649.png,be kind to those less fortunate than you,['not_hateful'],['pc_empty'],['attack_empty'],None,None
51460,train,img/51460.png,love is love respect,['not_hateful'],['pc_empty'],['attack_empty'],None,None
60329,train,img/60329.png,we swore we'd never forget 911,['not_hateful'],['pc_empty'],['attack_empty'],None,None
58276,train,img/58276.png,i may be blind but at least i'm rich!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
40752,train,img/40752.png,"you don't need an ar15 to protect yourself but he does, and this guy and this guy, and him and him and him",['not_hateful'],['pc_empty'],['attack_empty'],None,None
79315,train,img/79315.png,laughs in 52% of us crime rate,['not_hateful'],['pc_empty'],['attack_empty'],None,None
3241,train,img/03241.png,when black people make white jokes when white people make black jokes,['not_hateful'],['pc_empty'],['attack_empty'],None,None
38041,train,img/38041.png,justin trudeau the imam of canada,['not_hateful'],['pc_empty'],['attack_empty'],None,None
40897,train,img/40897.png,"with sensitive ass people, my sense of humor is way too fucked up for that",['not_hateful'],['pc_empty'],['attack_empty'],None,None
56180,train,img/56180.png,my little brother ate all the scrabble tiles... sense than alexandria ocasio-corte ton and his shit makes more sense than alexandria ocasio cortez,['not_hateful'],['pc_empty'],['attack_empty'],None,None
